ce74dfdf123b_15_mask.gif	352	399	1061	1659
eefc0d8c94f0_13_mask.gif	243	179	860	1706
be86e79f1225_10_mask.gif	460	445	1038	1392
ebfdf6ec7ede_12_mask.gif	223	333	887	1596
c9f382c7349e_07_mask.gif	359	413	955	1500
bf9932f7aca8_10_mask.gif	508	523	1053	1271
fc5f1a3a66cf_03_mask.gif	363	279	1011	1472
a46baa0b3ac0_15_mask.gif	172	268	922	1662
c502287be9f6_10_mask.gif	234	9	1058	1364
bf9932f7aca8_06_mask.gif	507	338	1040	1595
7abaa38c227f_14_mask.gif	460	317	1002	1798
28d9a149cb02_12_mask.gif	191	392	863	1500
98ee0624de87_16_mask.gif	454	507	1087	1599
c502287be9f6_01_mask.gif	110	491	1136	1524
304437bad7ff_06_mask.gif	483	282	1044	1551
61060ada97c9_08_mask.gif	109	511	970	1879
9274d0b3caa8_10_mask.gif	452	370	1094	1311
304437bad7ff_04_mask.gif	481	188	1052	1482
db09fec614d2_01_mask.gif	323	499	1065	1332
56023a17481b_09_mask.gif	232	644	869	1268
6d375bc2ece1_03_mask.gif	397	143	1032	1427
6c0cd487abcd_05_mask.gif	502	165	1074	1837
6d77433cc7ce_12_mask.gif	302	83	1052	1656
9c2e82c23803_12_mask.gif	502	174	1045	1575
c52b272a5329_04_mask.gif	334	206	987	1506
dc1c5c2b9e49_05_mask.gif	197	100	896	1826
3789e15178c7_03_mask.gif	342	216	972	1461
768f299c36e1_12_mask.gif	373	167	900	1651
dc1c5c2b9e49_06_mask.gif	177	235	958	1844
dd70a0a51e3b_15_mask.gif	236	477	963	1794
6c0cd487abcd_16_mask.gif	502	580	1176	1643
2cb91c2543fa_03_mask.gif	464	186	1092	1472
cf5add31c130_04_mask.gif	464	101	1053	1703
2af7c265531e_16_mask.gif	342	585	1001	1626
bb2f95262773_03_mask.gif	249	196	919	1427
7251c8797749_02_mask.gif	300	363	900	1280
9cc257b449d0_03_mask.gif	328	347	1019	1407
86c10c8c6206_02_mask.gif	234	363	919	1284
169f5f6d8c9d_13_mask.gif	271	146	943	1771
11acc40dc0ea_07_mask.gif	272	355	983	1696
28d9a149cb02_05_mask.gif	192	268	847	1460
fecea3036c59_10_mask.gif	367	227	1110	1249
3c6acfceb552_14_mask.gif	475	367	1019	1665
e1d2c25f3510_05_mask.gif	269	170	846	1747
ba7e7421003b_07_mask.gif	297	465	1013	1690
4fc2470c0f7b_12_mask.gif	217	91	885	1599
fc5f1a3a66cf_09_mask.gif	354	597	997	1344
0cdf5b5d0ce1_03_mask.gif	311	234	909	1471
880fec285c06_15_mask.gif	316	488	1025	1803
3f3e362dea23_11_mask.gif	279	346	1059	1498
3f202616a2b9_10_mask.gif	312	375	871	1296
a56f923399ca_12_mask.gif	295	175	983	1616
316bbfd3d93d_05_mask.gif	420	236	980	1589
69fba9e8f572_04_mask.gif	304	171	893	1668
4dc8a7fe7c02_08_mask.gif	279	576	918	1617
880ab8468df2_03_mask.gif	367	175	1101	1549
c3614abc7405_16_mask.gif	350	488	1031	1500
2faf504842df_01_mask.gif	326	568	923	1295
a7b9e343cf6b_07_mask.gif	221	441	872	1525
6c3470c34408_15_mask.gif	297	313	891	1612
c24b8293eceb_09_mask.gif	433	612	1076	1296
2cb06c1f5bb1_13_mask.gif	210	70	864	1902
880fec285c06_06_mask.gif	313	254	961	1614
79a7691a90b1_06_mask.gif	480	343	999	1568
bf9a32258ef4_09_mask.gif	180	611	866	1233
c87688f6960e_06_mask.gif	259	255	848	1550
2f39abb12388_07_mask.gif	450	488	1077	1623
1ae8a68a40e4_11_mask.gif	313	130	908	1466
6c3470c34408_04_mask.gif	296	190	871	1656
33a310ea7462_15_mask.gif	388	400	1058	1639
64f701f36437_04_mask.gif	452	126	1059	1565
34b0c08544a5_08_mask.gif	269	494	904	1524
